Range_R,Tested_w,Discard_Percentage,Predicted_Time_Sec,Actual_Time_Sec,Is_Predicted_Optimal,Is_Actual_Optimal,Accurate?,
719,11,0,0.003169,0.010027,0,0,FALSE,
1000,7,0.79,0.001622,0.004146,1,0,FALSE,
1000,8,0.79,0.001965,0.00285,0,1,FALSE,
1000,9,0.24,0.002329,0.004891,0,0,FALSE,
1000,10,0.02,0.002731,0.003808,0,0,FALSE,
1000,11,0,0.00317,0.008777,0,0,FALSE,
1000,12,0,0.003642,0.004578,0,0,FALSE,
1261,7,24.94,0.002144,0.004466,0,0,FALSE,
1261,8,3.05,0.002011,0.00552,1,0,FALSE,
1261,9,0.27,0.00233,0.003399,0,1,FALSE,
1261,10,0.02,0.002731,0.004056,0,0,FALSE,
1261,11,0,0.00317,0.005563,0,0,FALSE,
1261,12,0,0.003642,0.00454,0,0,FALSE,
1681,7,33.29,0.002412,0.005604,0,0,FALSE,
1681,8,4.11,0.002033,0.004758,1,0,FALSE,
1681,9,0.4,0.002333,0.003786,0,0,FALSE,
1681,10,0.03,0.002731,0.003391,0,1,FALSE,
1681,11,0,0.00317,0.00342,0,0,FALSE,
1681,12,0,0.003642,0.004974,0,0,FALSE,
2521,7,49.98,0.003217,0.004734,0,0,FALSE,
2521,8,6.21,0.002079,0.003417,1,0,FALSE,
2521,9,0.66,0.002339,0.002776,0,1,FALSE,
2521,10,0.03,0.002731,0.00311,0,0,FALSE,
2521,11,0,0.00317,0.006842,0,0,FALSE,
2521,12,0,0.003642,0.008139,0,0,FALSE,
5039,7,0.02,0.001609,0.002502,1,1,TRUE,
5039,8,0.02,0.00195,0.0051,0,0,FALSE,
5039,9,0.02,0.002324,0.005992,0,0,FALSE,
5039,10,0.02,0.002731,0.003446,0,0,FALSE,
5039,11,0.01,0.00317,0.006003,0,0,FALSE,
5039,12,0,0.003642,0.006036,0,0,FALSE,
10000,8,0.79,0.001965,0.005503,1,0,FALSE,
10000,9,0.79,0.002342,0.004076,0,0,FALSE,
10000,10,0.24,0.002737,0.004023,0,0,FALSE,
10000,11,0.02,0.00317,0.003405,0,1,FALSE,
10000,12,0,0.003642,0.005062,0,0,FALSE,
10000,13,0,0.004147,0.011199,0,0,FALSE,
10081,8,24.99,0.002599,0.004777,0,0,FALSE,
10081,9,2.77,0.00239,0.002847,1,1,TRUE,
10081,10,0.27,0.002737,0.004471,0,0,FALSE,
10081,11,0.02,0.00317,0.005146,0,0,FALSE,
10081,12,0,0.003642,0.007828,0,0,FALSE,
10081,13,0,0.004147,0.006143,0,0,FALSE,
13441,8,33.33,0.002924,0.00449,0,0,FALSE,
13441,9,3.7,0.002413,0.003023,1,1,TRUE,
13441,10,0.36,0.00274,0.003356,0,0,FALSE,
13441,11,0.03,0.00317,0.004822,0,0,FALSE,
13441,12,0,0.003642,0.004163,0,0,FALSE,
13441,13,0,0.004147,0.005068,0,0,FALSE,
20161,8,50,0.003899,0.008803,0,0,FALSE,
20161,9,5.55,0.00246,0.00442,1,1,TRUE,
20161,10,0.55,0.002745,0.007085,0,0,FALSE,
20161,11,0.05,0.003171,0.005962,0,0,FALSE,
20161,12,0,0.003642,0.005448,0,0,FALSE,
20161,13,0,0.004147,0.013566,0,0,FALSE,
40319,8,0,0.00195,0.006296,1,0,FALSE,
40319,9,0,0.002324,0.004682,0,0,FALSE,
40319,10,0,0.00273,0.002869,0,1,FALSE,
40319,11,0,0.00317,0.00589,0,0,FALSE,
40319,12,0,0.003642,0.003627,0,0,FALSE,
40319,13,0,0.004147,0.008455,0,0,FALSE,
90721,9,25,0.003098,0.008039,0,0,FALSE,
90721,10,2.5,0.0028,0.00728,1,0,FALSE,
90721,11,0.23,0.003177,0.004634,0,0,FALSE,
90721,12,0.02,0.003642,0.00388,0,1,FALSE,
90721,13,0,0.004147,0.008154,0,0,FALSE,
90721,14,0,0.004685,0.010347,0,0,FALSE,
120961,9,33.33,0.003485,0.004489,0,0,FALSE,
120961,10,3.33,0.002824,0.003866,1,1,TRUE,
120961,11,0.3,0.003179,0.008033,0,0,FALSE,
120961,12,0.02,0.003643,0.00644,0,0,FALSE,
120961,13,0,0.004147,0.005964,0,0,FALSE,
120961,14,0,0.004685,0.004958,0,0,FALSE,
181441,9,50,0.004647,0.006296,0,0,FALSE,
181441,10,5,0.002874,0.004462,1,0,FALSE,
181441,11,0.45,0.003184,0.004205,0,1,FALSE,
181441,12,0.04,0.003643,0.006361,0,0,FALSE,
181441,13,0,0.004147,0.005267,0,0,FALSE,
181441,14,0,0.004685,0.005388,0,0,FALSE,
214068,9,41.01,0.003939,0.006253,0,0,FALSE,
214068,10,5.61,0.002892,0.004238,1,1,TRUE,
214068,11,0.25,0.003177,0.005145,0,0,FALSE,
214068,12,0.03,0.003643,0.005218,0,0,FALSE,
214068,13,0,0.004147,0.004738,0,0,FALSE,
214068,14,0,0.004685,0.005087,0,0,FALSE,
259356,9,28.53,0.003251,0.003639,0,1,FALSE,
259356,10,7.09,0.002938,0.00633,1,0,FALSE,
259356,11,0.59,0.003188,0.008847,0,0,FALSE,
259356,12,0.05,0.003644,0.005086,0,0,FALSE,
259356,13,0,0.004147,0.004318,0,0,FALSE,
259356,14,0,0.004685,0.008788,0,0,FALSE,
362879,9,0,0.002323,0.003978,1,1,TRUE,
362879,10,0,0.00273,0.004322,0,0,FALSE,
362879,11,0,0.003169,0.005229,0,0,FALSE,
362879,12,0,0.003642,0.005233,0,0,FALSE,
362879,13,0,0.004147,0.005879,0,0,FALSE,
362879,14,0,0.004685,0.006428,0,0,FALSE,
420321,10,7.34,0.002946,0.004906,1,0,FALSE,
420321,11,1.02,0.003202,0.004093,0,1,FALSE,
420321,12,0.05,0.003644,0.007971,0,0,FALSE,
420321,13,0.01,0.004147,0.012036,0,0,FALSE,
420321,14,0,0.004685,0.012237,0,0,FALSE,
420321,15,0,0.005256,0.007807,0,0,FALSE,
424662,10,6.38,0.002916,0.004347,1,1,TRUE,
424662,11,1.06,0.003203,0.005444,0,0,FALSE,
424662,12,0.09,0.003645,0.005629,0,0,FALSE,
424662,13,0,0.004147,0.01019,0,0,FALSE,
424662,14,0,0.004685,0.009922,0,0,FALSE,
424662,15,0,0.005256,0.005408,0,0,FALSE,
704718,10,2.9,0.002812,0.008401,1,0,FALSE,
704718,11,1.13,0.003206,0.008987,0,0,FALSE,
704718,12,0.1,0.003646,0.004225,0,1,FALSE,
704718,13,0,0.004147,0.007822,0,0,FALSE,
704718,14,0,0.004685,0.012179,0,0,FALSE,
704718,15,0,0.005256,0.006436,0,0,FALSE,
772407,10,14.86,0.003206,0.008194,1,0,FALSE,
772407,11,1.31,0.003212,0.004434,0,1,FALSE,
772407,12,0.02,0.003643,0.009243,0,0,FALSE,
772407,13,0.01,0.004147,0.011146,0,0,FALSE,
772407,14,0,0.004685,0.012373,0,0,FALSE,
772407,15,0,0.005256,0.005627,0,0,FALSE,
907201,10,25,0.00364,0.00857,0,0,FALSE,
907201,11,2.27,0.003243,0.007411,1,1,TRUE,
907201,12,0.19,0.003649,0.009935,0,0,FALSE,
907201,13,0.01,0.004148,0.012455,0,0,FALSE,
907201,14,0,0.004685,0.010995,0,0,FALSE,
907201,15,0,0.005256,0.012587,0,0,FALSE,
1000000,10,17.33,0.003302,0.009438,0,0,FALSE,
1000000,11,2.3,0.003244,0.004659,1,1,TRUE,
1000000,12,0,0.003642,0.008413,0,0,FALSE,
1000000,13,0,0.004147,0.011156,0,0,FALSE,
1000000,14,0,0.004685,0.010941,0,0,FALSE,
1000000,15,0,0.005256,0.010035,0,0,FALSE,
1209601,10,33.33,0.004095,0.006064,0,1,FALSE,
1209601,11,3.03,0.003268,0.008952,1,0,FALSE,
1209601,12,0.25,0.003651,0.008588,0,0,FALSE,
1209601,13,0.02,0.004148,0.010828,0,0,FALSE,
1209601,14,0,0.004685,0.009278,0,0,FALSE,
1209601,15,0,0.005256,0.009679,0,0,FALSE,
1814401,10,50,0.00546,0.013838,0,0,FALSE,
1814401,11,4.55,0.00332,0.005522,1,1,TRUE,
1814401,12,0.38,0.003656,0.007247,0,0,FALSE,
1814401,13,0.03,0.004148,0.011571,0,0,FALSE,
1814401,14,0,0.004685,0.011771,0,0,FALSE,
1814401,15,0,0.005256,0.01164,0,0,FALSE,
1864578,10,48.62,0.005313,0.008018,0,0,FALSE,
1864578,11,1.91,0.003231,0.007694,1,0,FALSE,
1864578,12,0.35,0.003655,0.009671,0,0,FALSE,
1864578,13,0.02,0.004148,0.00871,0,0,FALSE,
1864578,14,0,0.004685,0.004698,0,1,FALSE,
1864578,15,0,0.005256,0.006556,0,0,FALSE,
1953966,10,46.15,0.00507,0.013351,0,0,FALSE,
1953966,11,2.1,0.003237,0.00901,1,0,FALSE,
1953966,12,0.06,0.003644,0.008601,0,0,FALSE,
1953966,13,0.03,0.004148,0.006302,0,1,FALSE,
1953966,14,0,0.004685,0.011405,0,0,FALSE,
1953966,15,0,0.005256,0.011992,0,0,FALSE,
2564972,10,29.32,0.003862,0.010579,0,0,FALSE,
2564972,11,3.61,0.003288,0.009405,1,1,TRUE,
2564972,12,0.4,0.003656,0.009581,0,0,FALSE,
2564972,13,0.03,0.004148,0.011752,0,0,FALSE,
2564972,14,0,0.004685,0.011684,0,0,FALSE,
2564972,15,0,0.005256,0.010315,0,0,FALSE,
3072336,10,15.33,0.003224,0.009637,1,0,FALSE,
3072336,11,7.64,0.003432,0.010246,0,0,FALSE,
3072336,12,0.58,0.003663,0.006928,0,1,FALSE,
3072336,13,0.04,0.004149,0.01284,0,0,FALSE,
3072336,14,0,0.004685,0.009185,0,0,FALSE,
3072336,15,0,0.005256,0.009115,0,0,FALSE,
3245503,10,10.56,0.003052,0.007945,1,0,FALSE,
3245503,11,2.43,0.003248,0.003512,0,1,FALSE,
3245503,12,0.4,0.003656,0.009299,0,0,FALSE,
3245503,13,0.03,0.004148,0.005939,0,0,FALSE,
3245503,14,0,0.004685,0.005234,0,0,FALSE,
3245503,15,0,0.005256,0.013646,0,0,FALSE,
3628799,10,0,0.00273,0.0083,1,0,FALSE,
3628799,11,0,0.003169,0.00742,0,1,FALSE,
3628799,12,0,0.003642,0.0084,0,0,FALSE,
3628799,13,0,0.004147,0.010993,0,0,FALSE,
3628799,14,0,0.004685,0.012105,0,0,FALSE,
3628799,15,0,0.005256,0.010977,0,0,FALSE,
3826626,11,4.13,0.003306,0.008768,1,0,FALSE,
3826626,12,0.14,0.003647,0.010865,0,0,FALSE,
3826626,13,0.02,0.004148,0.005062,0,1,FALSE,
3826626,14,0,0.004685,0.012062,0,0,FALSE,
3826626,15,0,0.005256,0.006929,0,0,FALSE,
3826626,16,0,0.00586,0.007318,0,0,FALSE,
3852139,11,3.5,0.003284,0.009021,1,0,FALSE,
3852139,12,0.28,0.003652,0.009924,0,0,FALSE,
3852139,13,0.03,0.004148,0.010003,0,0,FALSE,
3852139,14,0,0.004685,0.012029,0,0,FALSE,
3852139,15,0,0.005256,0.007478,0,0,FALSE,
3852139,16,0,0.00586,0.007398,0,1,FALSE,
4119531,11,7.12,0.003412,0.00942,1,1,TRUE,
4119531,12,0.24,0.00365,0.010322,0,0,FALSE,
4119531,13,0.04,0.004149,0.010073,0,0,FALSE,
4119531,14,0,0.004685,0.012455,0,0,FALSE,
4119531,15,0,0.005256,0.011135,0,0,FALSE,
4119531,16,0,0.00586,0.013612,0,0,FALSE,
4824501,11,3.31,0.003278,0.007795,1,0,FALSE,
4824501,12,0.29,0.003652,0.01096,0,0,FALSE,
4824501,13,0.05,0.004149,0.008474,0,0,FALSE,
4824501,14,0.01,0.004685,0.004989,0,1,FALSE,
4824501,15,0,0.005256,0.00618,0,0,FALSE,
4824501,16,0,0.00586,0.006092,0,0,FALSE,
9979201,11,25,0.004226,0.004981,0,1,FALSE,
9979201,12,2.08,0.003719,0.009191,1,0,FALSE,
9979201,13,0.16,0.004154,0.011152,0,0,FALSE,
9979201,14,0.01,0.004686,0.007781,0,0,FALSE,
9979201,15,0,0.005256,0.012991,0,0,FALSE,
9979201,16,0,0.00586,0.010122,0,0,FALSE,
13305601,11,33.33,0.004754,0.01277,0,0,FALSE,
13305601,12,2.78,0.003746,0.00999,1,0,FALSE,
13305601,13,0.21,0.004156,0.011439,0,0,FALSE,
13305601,14,0.02,0.004686,0.012375,0,0,FALSE,
13305601,15,0,0.005256,0.012838,0,0,FALSE,
13305601,16,0,0.00586,0.007702,0,1,FALSE,
16777216,11,15.94,0.00377,0.009719,0,0,FALSE,
16777216,12,1.93,0.003713,0.008039,1,0,FALSE,
16777216,13,0.04,0.004149,0.00461,0,1,FALSE,
16777216,14,0,0.004685,0.011024,0,0,FALSE,
16777216,15,0,0.005256,0.008319,0,0,FALSE,
16777216,16,0,0.00586,0.014686,0,0,FALSE,
19958401,11,50,0.006339,0.016102,0,0,FALSE,
19958401,12,4.17,0.0038,0.010542,1,0,FALSE,
19958401,13,0.32,0.00416,0.009457,0,0,FALSE,
19958401,14,0.02,0.004686,0.011341,0,0,FALSE,
19958401,15,0,0.005256,0.008605,0,1,FALSE,
19958401,16,0,0.00586,0.012632,0,0,FALSE,
39916799,11,0,0.003169,0.010456,1,0,FALSE,
39916799,12,0,0.003642,0.006297,0,1,FALSE,
39916799,13,0,0.004147,0.007717,0,0,FALSE,
39916799,14,0,0.004685,0.01086,0,0,FALSE,
39916799,15,0,0.005256,0.01273,0,0,FALSE,
39916799,16,0,0.00586,0.007312,0,0,FALSE,
119750401,12,25,0.004856,0.010228,0,0,FALSE,
119750401,13,1.92,0.004228,0.011419,1,0,FALSE,
119750401,14,0.14,0.004692,0.005689,0,1,FALSE,
119750401,15,0.01,0.005257,0.010199,0,0,FALSE,
119750401,16,0,0.00586,0.011519,0,0,FALSE,
119750401,17,0,0.006497,0.013993,0,0,FALSE,
159667201,12,33.33,0.005463,0.012356,0,0,FALSE,
159667201,13,2.56,0.004256,0.012112,1,0,FALSE,
159667201,14,0.18,0.004694,0.012387,0,0,FALSE,
159667201,15,0.01,0.005257,0.013243,0,0,FALSE,
159667201,16,0,0.00586,0.008646,0,1,FALSE,
159667201,17,0,0.006497,0.015323,0,0,FALSE,
239500801,12,50,0.007284,0.016976,0,0,FALSE,
239500801,13,3.85,0.004313,0.011748,1,0,FALSE,
239500801,14,0.27,0.004698,0.00629,0,1,FALSE,
239500801,15,0.02,0.005257,0.008155,0,0,FALSE,
239500801,16,0,0.00586,0.014569,0,0,FALSE,
239500801,17,0,0.006497,0.016794,0,0,FALSE,
479001599,12,0,0.003642,0.007023,1,0,FALSE,
479001599,13,0,0.004147,0.011687,0,0,FALSE,
479001599,14,0,0.004685,0.011542,0,0,FALSE,
479001599,15,0,0.005256,0.006704,0,1,FALSE,
479001599,16,0,0.00586,0.013224,0,0,FALSE,
479001599,17,0,0.006497,0.01492,0,0,FALSE,
1556755201,13,25,0.005529,0.012612,0,0,FALSE,
1556755201,14,1.79,0.00477,0.013344,1,0,FALSE,
1556755201,15,0.12,0.005263,0.00866,0,0,FALSE,
1556755201,16,0.01,0.005861,0.007036,0,1,FALSE,
1556755201,17,0,0.006497,0.007191,0,0,FALSE,
1556755201,18,0,0.007167,0.008588,0,0,FALSE,
2075673601,13,33.33,0.006221,0.010047,0,0,FALSE,
2075673601,14,2.38,0.004799,0.00646,1,0,FALSE,
2075673601,15,0.16,0.005265,0.005007,0,1,FALSE,
2075673601,16,0.01,0.005861,0.006794,0,0,FALSE,
2075673601,17,0,0.006497,0.008036,0,0,FALSE,
2075673601,18,0,0.007167,0.007247,0,0,FALSE,
3113510401,13,50,0.008294,0.012389,0,0,FALSE,
3113510401,14,3.57,0.004859,0.00818,1,0,FALSE,
3113510401,15,0.24,0.005269,0.006362,0,1,FALSE,
3113510401,16,0.01,0.005861,0.008905,0,0,FALSE,
3113510401,17,0,0.006497,0.011243,0,0,FALSE,
3113510401,18,0,0.007167,0.012126,0,0,FALSE,
6227020799,13,0,0.004147,0.007612,1,0,FALSE,
6227020799,14,0,0.004685,0.005362,0,1,FALSE,
6227020799,15,0,0.005256,0.006597,0,0,FALSE,
6227020799,16,0,0.00586,0.007041,0,0,FALSE,
6227020799,17,0,0.006497,0.00783,0,0,FALSE,
6227020799,18,0,0.007167,0.00787,0,0,FALSE,
21794572801,14,25,0.006247,0.006006,0,0,FALSE,
21794572801,15,1.67,0.005345,0.005649,1,1,TRUE,
21794572801,16,0.1,0.005866,0.006601,0,0,FALSE,
21794572801,17,0.01,0.006497,0.010995,0,0,FALSE,
21794572801,18,0,0.007167,0.012127,0,0,FALSE,
29059430401,14,33.33,0.007028,0.014153,0,0,FALSE,
29059430401,15,2.22,0.005376,0.013602,1,0,FALSE,
29059430401,16,0.14,0.005868,0.012303,0,0,FALSE,
29059430401,17,0.01,0.006498,0.006264,0,1,FALSE,
29059430401,18,0,0.007167,0.007463,0,0,FALSE,
43589145601,14,50,0.00937,0.018511,0,0,FALSE,
43589145601,15,3.33,0.005437,0.008324,1,1,TRUE,
43589145601,16,0.21,0.005872,0.014528,0,0,FALSE,
43589145601,17,0.01,0.006498,0.015217,0,0,FALSE,
43589145601,18,0,0.007167,0.014691,0,0,FALSE,
87178291199,14,0,0.004685,0.011897,1,0,FALSE,
87178291199,15,0,0.005256,0.012222,0,0,FALSE,
87178291199,16,0,0.00586,0.00813,0,0,FALSE,
87178291199,17,0,0.006497,0.00622,0,1,FALSE,
87178291199,18,0,0.007167,0.011302,0,0,FALSE,
326918592001,15,25,0.007008,0.007596,0,1,FALSE,
326918592001,16,1.56,0.005953,0.013298,1,0,FALSE,
326918592001,17,0.09,0.006503,0.013907,0,0,FALSE,
326918592001,18,0.01,0.007167,0.012811,0,0,FALSE,
435891456001,15,33.33,0.007884,0.016023,0,0,FALSE,
435891456001,16,2.08,0.005985,0.010605,1,0,FALSE,
435891456001,17,0.12,0.006505,0.012717,0,0,FALSE,
435891456001,18,0.01,0.007167,0.008262,0,1,FALSE,
653837184001,15,50,0.010512,0.015876,0,0,FALSE,
653837184001,16,3.12,0.006049,0.0077,1,1,TRUE,
653837184001,17,0.18,0.006509,0.015338,0,0,FALSE,
653837184001,18,0.01,0.007168,0.016364,0,0,FALSE,
1307674367999,15,0,0.005256,0.009643,1,1,TRUE,
1307674367999,16,0,0.00586,0.013578,0,0,FALSE,
1307674367999,17,0,0.006497,0.015094,0,0,FALSE,
1307674367999,18,0,0.007167,0.01435,0,0,FALSE,
5230697472001,16,25,0.007814,0.019365,0,0,FALSE,
5230697472001,17,1.47,0.006594,0.01393,1,1,TRUE,
5230697472001,18,0.08,0.007173,0.016271,0,0,FALSE,
6974263296001,16,33.33,0.00879,0.016019,0,0,FALSE,
6974263296001,17,1.96,0.006627,0.007405,1,1,TRUE,
6974263296001,18,0.11,0.007175,0.016076,0,0,FALSE,
10461394944001,16,50,0.01172,0.013645,0,0,FALSE,
10461394944001,17,2.94,0.006694,0.010445,1,1,TRUE,
10461394944001,18,0.16,0.007179,0.0152,0,0,FALSE,
20922789887999,16,0,0.00586,0.011275,1,1,TRUE,
20922789887999,17,0,0.006497,0.014027,0,0,FALSE,
20922789887999,18,0,0.007167,0.011813,0,0,FALSE,
88921857024001,17,25,0.008663,0.013318,0,1,FALSE,<-- From here downwards not count
88921857024001,18,1.39,0.007268,0.01412,1,0,FALSE,
118562476032001,17,33.33,0.009746,0.01468,0,0,FALSE,
118562476032001,18,1.85,0.007302,0.013544,1,1,TRUE,
177843714048001,17,50,0.012994,0.020726,0,0,FALSE,
177843714048001,18,2.78,0.007372,0.013864,1,1,TRUE,
355687428095999,17,0,0.006497,0.014627,1,1,TRUE,
355687428095999,18,0,0.007167,0.015086,0,0,FALSE,
1600593426432001,18,25,0.009556,0.017391,1,1,TRUE,
2134124568576001,18,33.33,0.01075,0.022675,1,1,TRUE,
3201186852864001,18,50,0.014334,0.021426,1,1,TRUE,
6402373705727999,18,0,0.007167,0.014019,1,1,TRUE,
,,,,,,,38,
